Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-26 02:15:00-05:00,4813.5,4814.25,4813.25,4814.25,4814.25,275
2023-12-26 02:20:00-05:00,4814.25,4814.25,4813.5,4813.75,4813.75,277
2023-12-26 02:25:00-05:00,4813.5,4814.0,4813.25,4813.75,4813.75,221
2023-12-26 02:30:00-05:00,4813.75,4814.75,4813.75,4814.5,4814.5,415
2023-12-26 02:35:00-05:00,4814.5,4814.75,4814.25,4814.25,4814.25,272
2023-12-26 02:40:00-05:00,4814.25,4814.75,4814.25,4814.5,4814.5,173
2023-12-26 02:45:00-05:00,4814.5,4814.75,4813.5,4814.0,4814.0,189
2023-12-26 02:50:00-05:00,4813.75,4814.0,4813.5,4813.75,4813.75,291
2023-12-26 02:55:00-05:00,4813.75,4814.25,4813.5,4814.25,4814.25,165
2023-12-26 03:00:00-05:00,4814.0,4815.0,4813.5,4813.75,4813.75,749
2023-12-26 03:05:00-05:00,4814.0,4814.0,4812.5,4813.0,4813.0,593
2023-12-26 03:10:00-05:00,4813.25,4813.75,4813.0,4813.75,4813.75,250
2023-12-26 03:15:00-05:00,4813.5,4813.75,4813.25,4813.75,4813.75,248
2023-12-26 03:20:00-05:00,4813.75,4814.25,4813.25,4813.5,4813.5,543
2023-12-26 03:25:00-05:00,4813.5,4814.5,4813.5,4814.5,4814.5,219
2023-12-26 03:30:00-05:00,4814.25,4814.75,4814.25,4814.75,4814.75,352
2023-12-26 03:35:00-05:00,4814.5,4814.5,4813.5,4813.75,4813.75,387
2023-12-26 03:40:00-05:00,4813.75,4814.0,4813.0,4813.0,4813.0,272
2023-12-26 03:45:00-05:00,4813.0,4813.25,4812.75,4813.0,4813.0,322
2023-12-26 03:50:00-05:00,4813.0,4813.25,4813.0,4813.0,4813.0,145
2023-12-26 03:55:00-05:00,4812.75,4813.75,4812.75,4813.5,4813.5,262
2023-12-26 04:00:00-05:00,4813.25,4813.75,4812.75,4813.75,4813.75,389
2023-12-26 04:05:00-05:00,4813.75,4813.75,4812.5,4813.75,4813.75,558
2023-12-26 04:10:00-05:00,4813.75,4813.75,4813.0,4813.0,4813.0,191
2023-12-26 04:15:00-05:00,4812.75,4812.75,4811.5,4811.75,4811.75,547
2023-12-26 04:20:00-05:00,4811.75,4811.75,4810.5,4810.5,4810.5,701
2023-12-26 04:25:00-05:00,4810.5,4812.0,4810.25,4811.25,4811.25,382
2023-12-26 04:30:00-05:00,4811.25,4812.75,4811.25,4812.5,4812.5,247
2023-12-26 04:35:00-05:00,4812.75,4813.25,4812.5,4813.25,4813.25,218
2023-12-26 04:40:00-05:00,4813.0,4813.0,4812.0,4812.0,4812.0,324
2023-12-26 04:45:00-05:00,4812.0,4812.25,4811.25,4811.75,4811.75,248
2023-12-26 04:50:00-05:00,4812.0,4812.0,4811.5,4811.75,4811.75,151
2023-12-26 04:55:00-05:00,4811.75,4812.0,4811.5,4811.75,4811.75,58
2023-12-26 05:00:00-05:00,4812.0,4812.5,4811.5,4812.0,4812.0,415
2023-12-26 05:05:00-05:00,4812.25,4812.25,4811.5,4812.0,4812.0,177
2023-12-26 05:10:00-05:00,4812.0,4812.0,4811.5,4811.5,4811.5,165
2023-12-26 05:15:00-05:00,4811.75,4812.0,4811.5,4812.0,4812.0,94
2023-12-26 05:20:00-05:00,4812.25,4812.25,4811.0,4811.5,4811.5,195
2023-12-26 05:25:00-05:00,4811.25,4811.5,4811.0,4811.25,4811.25,362
2023-12-26 05:30:00-05:00,4811.5,4811.5,4811.0,4811.25,4811.25,96
2023-12-26 05:35:00-05:00,4811.5,4812.5,4811.5,4812.5,4812.5,295
2023-12-26 05:40:00-05:00,4812.5,4813.0,4812.5,4812.5,4812.5,323
2023-12-26 05:45:00-05:00,4812.5,4813.0,4812.5,4812.75,4812.75,175
2023-12-26 05:50:00-05:00,4813.0,4813.0,4812.5,4813.0,4813.0,164
2023-12-26 05:55:00-05:00,4813.0,4813.25,4812.75,4813.25,4813.25,231
2023-12-26 06:00:00-05:00,4813.25,4813.5,4812.75,4813.0,4813.0,961
2023-12-26 06:05:00-05:00,4813.0,4813.25,4811.5,4811.75,4811.75,805
2023-12-26 06:10:00-05:00,4811.75,4812.0,4810.75,4811.25,4811.25,1404
2023-12-26 06:15:00-05:00,4811.25,4811.25,4810.0,4810.25,4810.25,544
2023-12-26 06:20:00-05:00,4810.0,4810.75,4809.75,4810.5,4810.5,1215
2023-12-26 06:25:00-05:00,4810.25,4811.75,4810.25,4811.5,4811.5,1242
2023-12-26 06:30:00-05:00,4811.5,4811.75,4811.25,4811.5,4811.5,774
2023-12-26 06:35:00-05:00,4811.75,4812.0,4811.5,4811.75,4811.75,694
2023-12-26 06:40:00-05:00,4812.0,4812.5,4812.0,4812.5,4812.5,403
2023-12-26 06:45:00-05:00,4812.5,4812.75,4811.5,4811.5,4811.5,446
2023-12-26 06:50:00-05:00,4811.75,4811.75,4811.0,4811.25,4811.25,273
2023-12-26 06:55:00-05:00,4811.25,4811.5,4810.25,4810.5,4810.5,581
2023-12-26 07:00:00-05:00,4810.5,4810.75,4810.0,4810.25,4810.25,595
2023-12-26 07:05:00-05:00,4810.25,4810.25,4806.5,4808.5,4808.5,2768
2023-12-26 07:10:00-05:00,4808.75,4809.5,4807.75,4807.75,4807.75,802
2023-12-26 07:15:00-05:00,4808.0,4808.5,4807.25,4808.25,4808.25,2263
2023-12-26 07:20:00-05:00,4808.25,4809.25,4808.0,4809.25,4809.25,1234
2023-12-26 07:25:00-05:00,4809.25,4809.5,4808.25,4808.75,4808.75,469
2023-12-26 07:30:00-05:00,4809.0,4809.75,4808.75,4809.75,4809.75,613
2023-12-26 07:35:00-05:00,4809.75,4809.75,4809.0,4809.25,4809.25,1001
2023-12-26 07:40:00-05:00,4809.0,4809.75,4808.75,4809.75,4809.75,1125
2023-12-26 07:45:00-05:00,4810.0,4810.5,4810.0,4810.5,4810.5,916
2023-12-26 07:50:00-05:00,4810.25,4810.75,4810.25,4810.5,4810.5,796
2023-12-26 07:55:00-05:00,4810.5,4811.25,4810.25,4810.75,4810.75,884
2023-12-26 08:00:00-05:00,4810.75,4811.0,4810.0,4810.5,4810.5,1164
2023-12-26 08:05:00-05:00,4810.5,4811.0,4810.0,4810.75,4810.75,782
2023-12-26 08:10:00-05:00,4810.75,4811.0,4809.25,4809.5,4809.5,1574
2023-12-26 08:15:00-05:00,4809.25,4809.75,4808.75,4809.0,4809.0,938
2023-12-26 08:20:00-05:00,4809.0,4811.5,4809.0,4811.25,4811.25,1528
2023-12-26 08:25:00-05:00,4811.25,4811.5,4810.5,4810.5,4810.5,1232
2023-12-26 08:30:00-05:00,4810.75,4810.75,4809.25,4809.5,4809.5,1957
2023-12-26 08:35:00-05:00,4809.75,4810.25,4808.25,4808.75,4808.75,1636
2023-12-26 08:40:00-05:00,4808.75,4809.25,4807.75,4809.0,4809.0,1685
2023-12-26 08:45:00-05:00,4809.0,4810.5,4809.0,4809.75,4809.75,629
2023-12-26 08:50:00-05:00,4809.75,4811.25,4809.75,4811.0,4811.0,1631
2023-12-26 08:55:00-05:00,4811.0,4811.5,4810.25,4810.5,4810.5,888
2023-12-26 09:00:00-05:00,4810.5,4810.75,4810.0,4810.5,4810.5,919
2023-12-26 09:05:00-05:00,4810.5,4811.25,4810.5,4811.0,4811.0,984
2023-12-26 09:10:00-05:00,4811.0,4811.25,4810.25,4810.75,4810.75,1397
2023-12-26 09:15:00-05:00,4810.75,4811.0,4809.5,4809.5,4809.5,1191
2023-12-26 09:20:00-05:00,4809.25,4810.5,4809.25,4809.25,4809.25,1140
2023-12-26 09:25:00-05:00,4809.25,4810.0,4808.25,4808.75,4808.75,2593
2023-12-26 09:30:00-05:00,4808.75,4814.25,4808.0,4813.75,4813.75,18454
2023-12-26 09:35:00-05:00,4814.0,4814.75,4812.75,4813.75,4813.75,9471
2023-12-26 09:40:00-05:00,4813.75,4815.75,4813.25,4814.25,4814.25,11269
2023-12-26 09:45:00-05:00,4814.5,4816.25,4813.75,4814.0,4814.0,9676
2023-12-26 09:50:00-05:00,4814.25,4814.75,4811.5,4812.5,4812.5,12962
2023-12-26 09:55:00-05:00,4812.5,4815.0,4811.5,4814.75,4814.75,6705
2023-12-26 10:00:00-05:00,4815.0,4815.25,4814.0,4815.0,4815.0,7202
2023-12-26 10:05:00-05:00,4815.0,4816.75,4814.75,4815.75,4815.75,9286
2023-12-26 10:10:00-05:00,4816.0,4818.0,4815.75,4817.25,4817.25,9055
2023-12-26 10:15:00-05:00,4817.25,4818.25,4816.75,4816.75,4816.75,5699
2023-12-26 10:20:00-05:00,4817.0,4817.75,4815.75,4817.25,4817.25,6230
2023-12-26 10:25:00-05:00,4817.5,4819.5,4815.75,4816.75,4816.75,7930
2023-12-26 10:30:00-05:00,4816.75,4819.25,4816.75,4818.5,4818.5,5757
2023-12-26 10:35:00-05:00,4818.75,4819.75,4818.25,4819.75,4819.75,4857
2023-12-26 10:40:00-05:00,4819.5,4820.25,4817.75,4817.75,4817.75,5670
2023-12-26 10:45:00-05:00,4817.75,4818.25,4817.0,4817.25,4817.25,4142
2023-12-26 10:50:00-05:00,4817.25,4817.25,4813.5,4815.5,4815.5,7586
2023-12-26 10:55:00-05:00,4815.75,4817.75,4815.5,4817.5,4817.5,4981
2023-12-26 11:00:00-05:00,4817.5,4818.0,4814.5,4816.0,4816.0,4531
2023-12-26 11:05:00-05:00,4816.0,4817.75,4815.75,4817.5,4817.5,4028
2023-12-26 11:10:00-05:00,4817.5,4819.75,4816.25,4819.0,4819.0,5672
2023-12-26 11:15:00-05:00,4819.25,4819.5,4815.25,4816.0,4816.0,5105
2023-12-26 11:20:00-05:00,4815.75,4816.75,4814.5,4814.5,4814.5,3224
2023-12-26 11:25:00-05:00,4814.75,4816.0,4814.0,4815.75,4815.75,3897
2023-12-26 11:30:00-05:00,4815.75,4817.75,4815.5,4817.5,4817.5,3733
2023-12-26 11:35:00-05:00,4817.5,4818.25,4816.75,4817.5,4817.5,2701
2023-12-26 11:40:00-05:00,4817.5,4818.5,4816.75,4817.75,4817.75,3951
2023-12-26 11:45:00-05:00,4817.75,4819.5,4817.5,4818.0,4818.0,4501
2023-12-26 11:50:00-05:00,4818.25,4819.5,4817.75,4819.25,4819.25,3777
2023-12-26 11:55:00-05:00,4819.25,4819.75,4817.25,4819.0,4819.0,4651
2023-12-26 12:00:00-05:00,4819.25,4819.25,4817.25,4817.75,4817.75,3429
2023-12-26 12:05:00-05:00,4818.0,4818.25,4817.25,4817.75,4817.75,2872
2023-12-26 12:10:00-05:00,4818.0,4820.25,4817.75,4819.75,4819.75,3420
2023-12-26 12:15:00-05:00,4820.0,4820.75,4819.25,4819.75,4819.75,4808
2023-12-26 12:20:00-05:00,4820.0,4820.75,4819.0,4819.5,4819.5,3158
2023-12-26 12:25:00-05:00,4819.5,4820.5,4819.0,4819.0,4819.0,2072
2023-12-26 12:30:00-05:00,4819.0,4820.0,4818.25,4818.25,4818.25,2779
2023-12-26 12:35:00-05:00,4818.5,4818.75,4816.75,4817.25,4817.25,4858
2023-12-26 12:40:00-05:00,4817.5,4819.25,4817.25,4819.0,4819.0,3497
2023-12-26 12:45:00-05:00,4819.0,4822.75,4818.75,4821.75,4821.75,7378
2023-12-26 12:50:00-05:00,4821.75,4822.0,4819.75,4821.75,4821.75,4012
2023-12-26 12:55:00-05:00,4821.75,4821.75,4818.5,4819.0,4819.0,3895
2023-12-26 13:00:00-05:00,4819.0,4820.75,4818.5,4820.5,4820.5,4253
2023-12-26 13:05:00-05:00,4820.5,4820.5,4819.5,4820.0,4820.0,2533
2023-12-26 13:10:00-05:00,4820.25,4822.5,4820.25,4821.0,4821.0,3877
2023-12-26 13:15:00-05:00,4821.25,4821.5,4820.0,4820.5,4820.5,2292
2023-12-26 13:20:00-05:00,4820.5,4823.0,4820.25,4822.75,4822.75,4144
2023-12-26 13:25:00-05:00,4822.75,4823.25,4821.5,4821.5,4821.5,4578
2023-12-26 13:30:00-05:00,4821.5,4822.75,4821.0,4821.0,4821.0,3722
2023-12-26 13:35:00-05:00,4821.25,4821.25,4820.5,4820.5,4820.5,2766
2023-12-26 13:40:00-05:00,4820.75,4821.5,4820.25,4821.5,4821.5,2987
2023-12-26 13:45:00-05:00,4821.5,4822.5,4821.25,4822.0,4822.0,2325
2023-12-26 13:50:00-05:00,4822.0,4822.25,4819.75,4820.75,4820.75,3281
2023-12-26 13:55:00-05:00,4821.0,4821.75,4819.75,4820.25,4820.25,4442
2023-12-26 14:00:00-05:00,4820.25,4822.5,4820.0,4821.75,4821.75,5388
2023-12-26 14:05:00-05:00,4822.0,4822.75,4821.5,4822.75,4822.75,2739
2023-12-26 14:10:00-05:00,4822.75,4823.5,4822.0,4822.0,4822.0,3002
2023-12-26 14:15:00-05:00,4822.25,4823.5,4822.0,4823.25,4823.25,2394
2023-12-26 14:20:00-05:00,4823.25,4823.5,4822.5,4823.25,4823.25,2404
2023-12-26 14:25:00-05:00,4823.5,4824.25,4822.75,4823.5,4823.5,3908
2023-12-26 14:30:00-05:00,4823.75,4825.5,4823.75,4824.25,4824.25,4904
2023-12-26 14:35:00-05:00,4824.5,4825.5,4824.25,4825.25,4825.25,2445
2023-12-26 14:40:00-05:00,4825.25,4825.5,4823.25,4823.25,4823.25,3326
2023-12-26 14:45:00-05:00,4823.5,4825.0,4823.25,4824.25,4824.25,2745
2023-12-26 14:50:00-05:00,4824.25,4825.5,4824.25,4825.25,4825.25,4323
2023-12-26 14:55:00-05:00,4825.25,4826.25,4824.75,4826.0,4826.0,4480
2023-12-26 15:00:00-05:00,4826.0,4827.25,4824.75,4826.75,4826.75,5345
2023-12-26 15:05:00-05:00,4826.5,4827.5,4825.25,4825.5,4825.5,4658
2023-12-26 15:10:00-05:00,4825.75,4826.75,4825.5,4826.25,4826.25,2980
2023-12-26 15:15:00-05:00,4826.25,4826.5,4825.5,4826.25,4826.25,4593
2023-12-26 15:20:00-05:00,4826.5,4829.5,4826.25,4829.25,4829.25,11335
2023-12-26 15:25:00-05:00,4829.5,4834.5,4829.25,4830.5,4830.5,22170
2023-12-26 15:30:00-05:00,4830.75,4833.25,4830.25,4832.5,4832.5,12196
2023-12-26 15:35:00-05:00,4832.5,4833.25,4828.5,4829.25,4829.25,8670
2023-12-26 15:40:00-05:00,4829.0,4829.25,4827.75,4828.25,4828.25,7766
2023-12-26 15:45:00-05:00,4828.25,4830.0,4826.5,4827.0,4827.0,11559
2023-12-26 15:50:00-05:00,4827.0,4829.0,4823.5,4824.0,4824.0,24314
2023-12-26 15:55:00-05:00,4824.0,4825.75,4822.0,4825.0,4825.0,49596
2023-12-26 16:00:00-05:00,4825.0,4827.25,4824.5,4825.25,4825.25,17971
2023-12-26 16:05:00-05:00,4825.25,4826.25,4824.25,4825.75,4825.75,5411
2023-12-26 16:10:00-05:00,4825.5,4826.25,4824.75,4826.0,4826.0,4552
2023-12-26 16:15:00-05:00,4826.0,4826.5,4825.5,4825.75,4825.75,1239
2023-12-26 16:20:00-05:00,4825.75,4826.0,4824.5,4824.5,4824.5,870
2023-12-26 16:25:00-05:00,4824.5,4825.25,4824.5,4825.25,4825.25,750
2023-12-26 16:30:00-05:00,4825.25,4825.5,4825.0,4825.25,4825.25,437
2023-12-26 16:35:00-05:00,4825.25,4826.0,4825.0,4826.0,4826.0,1033
2023-12-26 16:40:00-05:00,4825.75,4826.75,4825.5,4826.5,4826.5,1136
2023-12-26 16:45:00-05:00,4826.5,4826.75,4826.0,4826.25,4826.25,988
2023-12-26 16:50:00-05:00,4826.25,4826.5,4824.0,4826.25,4826.25,1740
2023-12-26 16:55:00-05:00,4826.5,4827.5,4826.0,4827.0,4827.0,1804
2023-12-26 18:00:00-05:00,4827.75,4829.25,4827.0,4829.0,4829.0,0
2023-12-26 18:05:00-05:00,4829.25,4829.75,4828.75,4829.5,4829.5,593
2023-12-26 18:10:00-05:00,4829.5,4829.75,4828.75,4829.25,4829.25,482
2023-12-26 18:15:00-05:00,4829.25,4829.25,4828.0,4828.25,4828.25,527
2023-12-26 18:20:00-05:00,4828.25,4828.75,4828.0,4828.5,4828.5,353
2023-12-26 18:25:00-05:00,4828.75,4828.75,4827.5,4828.0,4828.0,516
2023-12-26 18:30:00-05:00,4828.0,4828.25,4827.5,4827.75,4827.75,164
2023-12-26 18:35:00-05:00,4827.75,4828.0,4826.75,4827.0,4827.0,331
2023-12-26 18:40:00-05:00,4827.25,4827.5,4827.0,4827.5,4827.5,373
2023-12-26 18:45:00-05:00,4827.75,4827.75,4827.0,4827.5,4827.5,185
2023-12-26 18:50:00-05:00,4827.25,4827.25,4826.5,4826.75,4826.75,467
2023-12-26 18:55:00-05:00,4826.75,4827.0,4826.75,4826.75,4826.75,39
2023-12-26 19:00:00-05:00,4826.75,4827.0,4825.75,4827.0,4827.0,701
2023-12-26 19:05:00-05:00,4827.0,4827.0,4826.0,4826.0,4826.0,298
2023-12-26 19:10:00-05:00,4826.0,4826.5,4825.75,4826.0,4826.0,222
2023-12-26 19:15:00-05:00,4826.0,4826.0,4825.0,4825.25,4825.25,510
2023-12-26 19:20:00-05:00,4825.25,4826.0,4824.5,4824.5,4824.5,489
2023-12-26 19:25:00-05:00,4824.75,4825.25,4824.5,4824.5,4824.5,451
2023-12-26 19:30:00-05:00,4824.75,4825.0,4824.5,4825.0,4825.0,210
2023-12-26 19:35:00-05:00,4824.75,4825.0,4824.5,4825.0,4825.0,290
2023-12-26 19:40:00-05:00,4825.0,4825.5,4824.25,4825.25,4825.25,462
2023-12-26 19:45:00-05:00,4825.25,4825.5,4824.5,4824.75,4824.75,281
2023-12-26 19:50:00-05:00,4824.5,4824.5,4824.25,4824.25,4824.25,116
2023-12-26 19:55:00-05:00,4824.5,4824.75,4824.0,4824.0,4824.0,230
2023-12-26 20:00:00-05:00,4824.25,4824.5,4823.75,4824.0,4824.0,342
2023-12-26 20:05:00-05:00,4824.0,4824.5,4823.75,4824.25,4824.25,281
2023-12-26 20:10:00-05:00,4824.25,4824.5,4823.75,4824.0,4824.0,253
2023-12-26 20:15:00-05:00,4824.0,4825.25,4823.5,4824.5,4824.5,422
2023-12-26 20:20:00-05:00,4824.5,4825.0,4824.0,4824.0,4824.0,366
2023-12-26 20:25:00-05:00,4823.75,4824.25,4823.5,4823.75,4823.75,240
2023-12-26 20:30:00-05:00,4823.5,4824.0,4822.75,4823.25,4823.25,691
2023-12-26 20:35:00-05:00,4823.25,4824.5,4823.25,4824.5,4824.5,368
2023-12-26 20:40:00-05:00,4824.5,4824.75,4823.75,4824.0,4824.0,331
2023-12-26 20:45:00-05:00,4824.25,4824.5,4823.75,4824.5,4824.5,255
2023-12-26 20:50:00-05:00,4824.75,4825.25,4824.25,4825.25,4825.25,235
2023-12-26 20:55:00-05:00,4825.25,4825.5,4825.0,4825.25,4825.25,340
2023-12-26 21:00:00-05:00,4825.25,4825.5,4825.0,4825.25,4825.25,251
2023-12-26 21:05:00-05:00,4825.25,4825.5,4824.75,4825.25,4825.25,281
2023-12-26 21:10:00-05:00,4825.25,4825.75,4825.0,4825.0,4825.0,258
2023-12-26 21:15:00-05:00,4825.0,4825.25,4824.75,4825.0,4825.0,271
2023-12-26 21:20:00-05:00,4825.0,4825.25,4824.75,4825.0,4825.0,438
2023-12-26 21:25:00-05:00,4824.75,4824.75,4824.25,4824.5,4824.5,280
2023-12-26 21:30:00-05:00,4824.5,4825.75,4824.5,4825.5,4825.5,193
2023-12-26 21:35:00-05:00,4825.5,4826.5,4825.5,4826.5,4826.5,373
2023-12-26 21:40:00-05:00,4826.5,4826.5,4825.5,4825.75,4825.75,366
2023-12-26 21:45:00-05:00,4825.5,4825.5,4824.75,4825.0,4825.0,221
2023-12-26 21:50:00-05:00,4825.0,4825.75,4824.75,4825.5,4825.5,237
2023-12-26 21:55:00-05:00,4825.5,4825.5,4824.5,4824.75,4824.75,180
2023-12-26 22:00:00-05:00,4824.75,4825.0,4824.25,4824.25,4824.25,278
2023-12-26 22:05:00-05:00,4824.25,4824.5,4823.75,4824.25,4824.25,407
2023-12-26 22:10:00-05:00,4824.25,4824.75,4824.0,4824.5,4824.5,269
2023-12-26 22:15:00-05:00,4824.25,4824.75,4824.25,4824.75,4824.75,180
2023-12-26 22:20:00-05:00,4824.75,4825.0,4824.5,4825.0,4825.0,153
2023-12-26 22:25:00-05:00,4825.0,4825.0,4824.5,4824.75,4824.75,261
2023-12-26 22:30:00-05:00,4824.75,4824.75,4824.0,4824.25,4824.25,161
2023-12-26 22:35:00-05:00,4824.0,4824.25,4824.0,4824.25,4824.25,139
2023-12-26 22:40:00-05:00,4824.25,4824.5,4824.0,4824.0,4824.0,365
2023-12-26 22:45:00-05:00,4824.0,4824.5,4823.75,4823.75,4823.75,76
2023-12-26 22:50:00-05:00,4823.75,4824.25,4823.75,4824.0,4824.0,168
2023-12-26 22:55:00-05:00,4824.0,4824.0,4823.5,4823.75,4823.75,160
2023-12-26 23:00:00-05:00,4823.75,4824.0,4823.25,4824.0,4824.0,355
2023-12-26 23:05:00-05:00,4823.75,4824.25,4823.5,4824.25,4824.25,325
2023-12-26 23:10:00-05:00,4824.25,4825.0,4824.0,4825.0,4825.0,380
2023-12-26 23:15:00-05:00,4825.0,4825.25,4824.75,4825.0,4825.0,276
2023-12-26 23:20:00-05:00,4825.0,4825.5,4824.75,4825.5,4825.5,265
2023-12-26 23:25:00-05:00,4825.25,4825.75,4825.25,4825.5,4825.5,315
2023-12-26 23:30:00-05:00,4825.5,4825.5,4825.0,4825.5,4825.5,79
2023-12-26 23:35:00-05:00,4825.5,4825.5,4825.0,4825.0,4825.0,175
2023-12-26 23:40:00-05:00,4825.25,4825.5,4825.0,4825.25,4825.25,85
2023-12-26 23:45:00-05:00,4825.25,4825.25,4825.0,4825.0,4825.0,78
2023-12-26 23:50:00-05:00,4824.75,4825.25,4824.75,4825.0,4825.0,92
2023-12-26 23:55:00-05:00,4825.0,4825.75,4825.0,4825.75,4825.75,209
2023-12-27 00:00:00-05:00,4825.5,4825.5,4825.5,4825.5,4825.5,368
2023-12-27 00:05:00-05:00,4825.5,4825.5,4825.0,4825.0,4825.0,153
2023-12-27 00:10:00-05:00,4825.0,4825.75,4824.75,4825.5,4825.5,323
2023-12-27 00:15:00-05:00,4825.5,4826.25,4825.5,4826.25,4826.25,289
2023-12-27 00:20:00-05:00,4826.0,4826.25,4825.5,4825.75,4825.75,219
2023-12-27 00:25:00-05:00,4825.75,4826.75,4825.75,4826.25,4826.25,176
2023-12-27 00:30:00-05:00,4826.25,4826.5,4826.0,4826.25,4826.25,277
2023-12-27 00:35:00-05:00,4826.25,4827.0,4826.25,4826.75,4826.75,450
2023-12-27 00:40:00-05:00,4826.75,4826.75,4826.25,4826.25,4826.25,209
2023-12-27 00:45:00-05:00,4826.25,4826.5,4826.0,4826.5,4826.5,166
2023-12-27 00:50:00-05:00,4826.5,4827.25,4826.5,4827.25,4827.25,253
2023-12-27 00:55:00-05:00,4827.0,4827.5,4827.0,4827.25,4827.25,249
2023-12-27 01:00:00-05:00,4827.25,4827.75,4827.0,4827.75,4827.75,521
2023-12-27 01:05:00-05:00,4827.5,4828.0,4827.0,4827.0,4827.0,565
2023-12-27 01:10:00-05:00,4827.0,4827.0,4826.25,4826.75,4826.75,355
2023-12-27 01:15:00-05:00,4826.75,4827.0,4826.5,4827.0,4827.0,56
2023-12-27 01:20:00-05:00,4827.0,4828.0,4826.75,4827.75,4827.75,350
2023-12-27 01:25:00-05:00,4828.0,4828.5,4827.75,4827.75,4827.75,386
2023-12-27 01:30:00-05:00,4827.75,4828.5,4827.75,4828.25,4828.25,483
2023-12-27 01:35:00-05:00,4828.25,4828.5,4828.0,4828.0,4828.0,337
2023-12-27 01:40:00-05:00,4828.0,4828.75,4828.0,4828.25,4828.25,297
2023-12-27 01:45:00-05:00,4828.25,4828.25,4827.5,4827.75,4827.75,323
2023-12-27 01:50:00-05:00,4827.75,4828.0,4827.25,4827.5,4827.5,187
2023-12-27 01:55:00-05:00,4827.5,4827.75,4827.25,4827.25,4827.25,101
2023-12-27 02:00:00-05:00,4827.25,4828.25,4827.25,4828.25,4828.25,415
2023-12-27 02:05:00-05:00,4828.25,4828.5,4827.25,4827.25,4827.25,257
2023-12-27 02:10:00-05:00,4827.25,4827.75,4827.0,4827.75,4827.75,216
2023-12-27 02:15:00-05:00,4828.0,4828.75,4828.0,4828.5,4828.5,398
2023-12-27 02:20:00-05:00,4828.25,4829.0,4828.25,4828.75,4828.75,440
2023-12-27 02:25:00-05:00,4828.75,4829.25,4828.0,4828.25,4828.25,511
2023-12-27 02:30:00-05:00,4828.25,4828.25,4826.5,4827.75,4827.75,621
2023-12-27 02:35:00-05:00,4827.5,4828.25,4827.0,4827.0,4827.0,276
2023-12-27 02:40:00-05:00,4827.0,4827.5,4827.0,4827.25,4827.25,225
2023-12-27 02:45:00-05:00,4827.25,4827.5,4826.5,4826.75,4826.75,371
2023-12-27 02:50:00-05:00,4826.75,4827.0,4826.5,4826.75,4826.75,257
2023-12-27 02:55:00-05:00,4826.75,4826.75,4825.25,4825.5,4825.5,834
2023-12-27 03:00:00-05:00,4825.5,4825.5,4823.25,4823.25,4823.25,2529
2023-12-27 03:05:00-05:00,4823.25,4823.5,4823.0,4823.0,4823.0,1554
